datafile,sampname,variety,type,dry wt,Acetic acid butyl ester,Sabinene,β-Pinene,β-Myrcene,4-hexen-1-ol acetate,2-hexen-1-ol acetate,Eucalyptol,β-Ocimene,Benzeneacetaldehyde,2-hexen-1-yl dodecanoic acid ester,ɣ-Terpinene,trans-Oxiran-3-undecyl methyl ester,cis-Linalool oxide,trans-Linalool oxide,Terpinolene,Linalool,"(E)-4,8-Dimethylnona-1,3,7-triene",Camphor,Borneol,ɑ-Methylindene,ɑ-Terpineol,Estragole,Fenchyl acetate,cis-Geraniol,trans-Geraniol,Cuminal,Citral,Bornyl acetate,Eicosane,ɑ-Longipinene,"Unknown 43, 69, 55",ɑ-Cubebene,Eugenol,ɑ-Ylangene,Methyl cinnamate,Longicyclene,Methyleugenol,β-Elemene,Isolongifolene,cis-Bergamotene,"Unknown 95, 161, 107",Aromadendrene,Longifolene,β-Ylangene,β-Caryophyllene,ɑ-Bergamotene,β-Copaene,ɑ-Guaiene,Calarene,δ-Muurolene,ɑ-Muurolene,Humulene,(+)-epi-Bicyclosesquiphellandrene,ɣ-Muurolene,Germacrene D,Lavandulyl propionate,Valencene,"Unknown 43, 81, 105",ɑ-Amorphene,Aciphyllene,δ-Guaiene,ɣ-Cadinene,δ-Cadinene,"1,4-Cadinadiene",ɑ-Cadinene," [S-(Z)]- 3,7,11-trimethyl-1,6,10-Dodecatrien-3-ol","(3E,7E)-4,8,12-Trimethyltrideca-1,3,7,11-tetraene",Benzenecycloheptene,β-Elemenone,"Unknown 71, 43, 79",Spathulenol,"Unknown 109, 81, 43",Thymyl tiglate,Epicubenol,Methyl jasmonate,tau-Cadinol,"Unknown 161, 204, 105","Unknown 43, 105, 204",2-(1-phenylethyl)-Phenol,"Unknown 43, 55, 93","Unknown 43, 95, 41","2,6,10,14-Tetramethyl-7-(3-methylpent-4-enylidene) pentadecane","Unknown 161, 204, 43","Unknown 161, 43, 205","2,6,10,14-Tetramethyl octadecane"
basil0622_77.D,77lic2t2,lime,flower,0.0787,0,0,0,0,1013.855212,0,0,0,0,0,0,0,0,0,0,0,799.923372,0,72.77344226,58.28405451,0,89089.74567,0,0,0,727.2487365,0,0,0,0,0,83.62492554,0,0,22.17526114,0,122.6214304,145.1332138,0,53.92912063,0,0,0,438.1320131,1217.842322,1938.183155,0,39.60650883,18.22930229,502.5407078,0,130.6343334,0,0,143.2493013,0,0,0,0,497.4969886,0,0,91.28405224,902.4170307,0,0,0,0,0,0,0,0,0,0,0,0,0,55.35039085,0,0,0,2.133114645,0,0,0
basil0622_78.D,78lic22t2,lime,flower,0.0845,960.0106286,0,0,0,114.2612123,0,0,0,0,0,0,0,0,0,0,64.74131594,1084.161791,0,45.42090331,46.78225085,0,73835.31283,0,41.03196669,0,848.4059988,0,0,0,0,0,330.3194622,0,0,21.99063656,0,99.25338077,282.8213245,0,0,0,0,0,847.2077601,1413.078002,1905.251695,0,0,10.34415874,820.1891698,0,142.6075606,24.15506851,0,349.3686648,0,0,0,0,385.6932074,27.08839679,0,105.2783423,788.6583034,0,0,0,0,0,0,209.7982437,0,0,0,0,0,0,65.06105001,0,0,0,1.951159706,0,0,0
basil0622_23.D,23amc43t1,lime,leaf,0.2,555.8837821,0,0,0,4.152451384,0,10.15253936,0,0,0,0,0,0,0,0,0,29.6115651,0,43.89813906,28.02501313,0,8570.646591,0,0,0,57.51287685,0,0,0,0,0,6.496367833,0,8.10101233,0,154.0870961,7.703782268,22.59268639,307.2337063,0,89.8972886,72.83930148,546.4430223,0,41.26383668,94.38475699,0,29.05475296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.88389089,11.85533467,0,0,0,0,0,0,0,3.714740525,2.031315948,15.89756688,0,0,41.22739152,153.0389832,0,0,0,3.786943444,0,510.457405
basil0622_03.D,3mmc16t1,mammolo,flower,0.446,300.6409249,18.59527251,44.92923862,49.58231238,0,0.81704047,263.4579278,329.4263359,0,0,0,0,0,58.39289889,38.88142704,1260.400984,382.0234079,19.85166062,5.330396401,7.923876265,14.71535776,2.305467254,10.55810656,0,0,143.8480389,0,0,9.823238798,3.972455276,66.7565535,0,93.95555413,0,1.475214913,4.355164971,0,170.8671783,0,0,0,0,0,44.98960963,0,2181.418497,0,97.68146209,0,103.7206349,0,0,11.79069644,0,52.65044677,108.100075,22.12025471,13.94796105,25.36512359,106.5139019,19.91455733,130.1877693,21.52352764,5.729710868,6.284281152,0,0,10.42831926,17.51388965,0,0,0,0,8.423149056,0,58.676835,5.314326007,3.562091148,0.902040142,0,0,0.683330834,0,0,14.30126765
basil0622_27.D,27mmc43t1,mammolo,flower,0.3398,675.458425,39.95316194,114.8277132,179.1959939,0,1.456024512,935.1219072,752.2756601,550.0421837,0,7.207695636,0,0,0,0,6882.840087,263.461335,68.74387425,47.63723815,70.81491736,66.3091092,0,28.49623708,0,0,178.4471137,0,257.8988984,40.95504247,27.14072681,278.9330658,0,1008.837684,0,0,8.145427181,1.120046445,493.1225141,0,0,0,0,0,166.2909837,0,3959.86098,0,183.4083944,0,333.8715157,0,0,37.30148906,0,178.7147895,429.4975119,0,18.20226315,0,275.5246411,107.923843,308.3851485,26.41523744,7.106145141,14.69878651,14.5360714,0,57.24929521,22.0259716,0,0,0,0,33.58538299,0,301.3789796,0,0,0,0,0,0.985075444,0,0,0
basil0622_56.D,56mmc42t2,mammolo,flower,0.3025,62.95644272,41.78593228,111.8109885,371.272376,27.78073431,0,2334.245936,2450.946031,0,0,0,0,0,420.7110373,0,21600.04993,1077.2872,142.0420172,27.24038776,24.07160705,142.5550242,0,16.42295493,0,0,341.3919385,0,0,106.9333939,68.67124553,0,0,1031.380967,0,7.824171368,42.26638451,0,2531.585949,0,0,37.89827263,0,0,996.3488795,0,15956.05692,0,1466.044812,0,1869.478981,65.16708987,519.7360766,332.023296,0,1584.417198,327.6804059,0,0,0,1441.005017,820.2391337,1361.446801,82.18454967,24.47183098,55.76840965,37.08902949,28.91897164,0,128.7419731,0,0,0,0,108.769328,0,981.2716191,0,49.57358952,33.33828254,22.94653268,0,0,0,0,139.1063078
basil0622_68.D,68mmc84t2,mammolo,flower,0.2816,0,39.31323217,109.9589247,717.7994389,0,0,1828.682718,1936.383339,0,0,0,0,0,0,0,41968.16211,1899.62653,558.9178806,30.3063942,26.79846778,430.888491,0,24.66388818,0,0,663.0887381,0,0,377.2966136,247.6853197,0,233.3386788,6866.567241,41.14530591,0,92.64443415,4.57313967,5959.948625,0,0,24.82411472,0,0,2791.177413,0,20901.67967,0,1728.045655,35.09495973,4028.342538,0,888.3353213,476.0940872,16.45796399,964.7588685,850.4595567,259.1993242,139.3239479,0,3291.726736,1078.356485,2584.690164,156.2160929,56.11102076,112.0037465,64.31929585,22.16325756,0,870.2141385,0,0,0,0,332.005258,0,2654.514637,0,75.40983523,0,45.47623572,20.96171478,2.023445889,14.46024576,11.13666566,0
basil0622_69.D,69mmc43t2,mammolo,flower,0.4051,137.3875286,0,0,0,0,0,201.646111,269.4457189,0,0,0,0,0,50.51949451,0,6941.923702,781.4279486,40.74189478,15.28789057,12.95816002,61.59898801,0,59.07440571,0,0,200.9634857,0,0,57.61636781,18.8032143,0,42.83346241,843.453309,0,0,14.78265329,0,846.8464537,0,0,4.904142214,0,0,386.8374232,0,6294.064835,92.07433766,349.8087194,0,610.6947465,0,115.1645344,89.44227085,0,161.0915001,343.3114156,40.45983556,0,0,569.4646777,226.4491692,525.4865058,31.33583937,10.0339481,23.99373323,24.90082705,26.76176911,0,129.7100876,0,0,0,0,54.53323455,0,518.859943,0,28.97343935,0,14.18190333,0,0.801426788,0,0,0
basil0622_09.D,9mmc46t1,mammolo,leaf,0.0726,1636.974458,416.7395228,1197.264732,1193.026209,0,25.18178873,14143.11266,2591.250052,1662.929093,0,0,0,0,54.86117736,78.11248294,10933.89933,0,0,112.1853181,166.7685689,227.1080372,20.62780853,0,0,0,849.6004891,0,1092.150161,47.20540515,0,820.469989,0,1481.230992,0,7.068921963,0,0,0,31.81552028,0,0,583.9454779,43.81650359,55.26871181,0,10295.15375,0,185.6801504,0,270.9827351,0,0,52.56548626,0,12.06648667,0,0,25.11289618,63.0372364,435.2730698,33.74050973,607.273275,0,0,0,0,0,128.6483905,0,0,0,0,76.33279011,40.46116619,0,298.617019,55.6561681,44.51387421,98.53777135,0,0,0,0,0,222.8537777
basil0622_01.D,1snc116t1,purp opal,flower,0.1341,227.554914,52.72332238,170.152675,447.9450657,292.9623193,1.15767129,1265.931266,311.727469,0,0,0,0,0,135.5684531,0,10637.83902,157.8759155,31.57710425,10.77734121,16.02100702,137.9290193,9747.433631,0,0,0,338.1877558,0,0,31.95036172,18.84172763,25.29021369,31.14442125,1493.087338,0,2.106319942,0,5.053961773,218.9155811,0,0,0,0,0,151.960356,10.79877152,168.8689624,70.96915661,137.9615401,56.60177056,532.4324061,11.08169772,160.8232439,86.60170614,0,172.3775718,15.50682816,0,42.39199729,148.8508592,97.19976211,51.86052499,645.8016912,112.8937619,16.3044197,32.74461493,0,0,0,0,20.41734347,0,20.41734347,0,83.76216671,0,601.1859787,0,51.28186305,0,0,0,0,0,0,0
basil0622_10.D,10poc85t1,purp opal,flower,0.1967,3.203770243,109.7420104,320.6863594,1196.846761,0,0,3658.413548,5103.832229,8.791403712,0,0,0.479527446,0.856590868,0,0,31874.7904,0,2666.463452,46.92964385,69.76304631,315.5025001,19.01703769,0,0,9.983293514,179.4474644,0,0,467.0889341,826.134098,68.21149115,245.2807388,5180.242161,73.07396555,12.32310063,266.3348178,14.56846939,12094.30313,199.5458692,31.1276191,51.11757448,149.9269491,299.2929875,2592.65952,247.7543631,1392.650182,892.8369765,2961.332403,284.2899061,2600.728535,114.4406026,1478.353153,202.3353956,160.3919249,1174.625765,25.89522883,99.48787806,125.782452,485.8401051,1101.911038,2565.315178,728.3667136,530.3492075,114.5357743,59.53566855,85.24920713,0,0,0,0,0,0,5.727076944,101.0948192,68.3150435,732.1852017,0,51.34273721,97.27744875,28.8241591,0,1.422620038,6.254861734,1.956021141,408.3414427
basil0622_21.D,21poc30t1,purp opal,flower,0.1549,1298.739496,76.84938621,294.6850141,664.9307954,0,0,3538.969794,1538.428673,0,0,0,0,0,0,0,25699.94023,0,1654.033514,86.78542397,0,246.7032543,13.97953502,4.507361481,0,0,378.6352252,0,0,197.368791,142.1084792,0,154.4727187,1004.398953,66.40974572,0,471.0451564,0,4329.321137,747.795034,242.2844992,200.9582897,91.04660399,1133.261538,1722.888325,75.92524648,244.4956098,708.4059474,562.8568946,157.7263866,1741.807785,0,765.4775118,200.8262777,71.49168446,373.5959418,0,75.90741595,43.54116709,0,250.1702146,821.907506,575.6095197,316.0517435,69.15428041,59.69452426,0,0,0,0,0,0,0,0,115.5396907,0,824.566058,0,227.9994478,372.2339311,65.98666378,0,0,0,0,1007.566688
basil0622_41.D,41poc212t1,purp opal,flower,0.1972,447.0876644,185.1169448,664.1342237,1667.649972,0,0,7422.055809,4539.075863,0,0,62.14503854,0,0,225.0523432,20357.9188,35152.80975,0,3258.072314,48.06161056,43.84490081,529.6748014,9.688851316,0,0,0,393.7823281,0,177.6935518,699.7891765,881.7736662,75.56722394,725.2411532,2263.385172,54.4137034,34.82971978,204.6580956,0,14047.312,0,0,0,0,0,4310.346324,333.9928419,0,1641.632536,3317.608853,0,4452.707545,0,1975.111737,336.7314908,0,2462.811435,50.24271366,0,153.2866022,435.0834015,1053.909318,2045.966246,1215.724387,371.0078727,52.50983798,75.70159423,147.3449913,0,0,29.65433925,0,0,0,0,234.3879714,58.09750713,1799.791077,0,32.75473349,0,39.33835146,0,0,19.78316896,18.66384704,17.52213359
basil0622_16.D,16poc35t1,purp opal,leaf,0.0477,2091.378431,0,0,0,0,0,255.5305949,0,0,0,0,0,0,0,0,0,0,0,182.9922818,272.0263352,0,51.27134431,0,0,0,1123.084197,0,0,0,0,0,0,0,0,0,70.86811392,0,0,116.8186033,47.57374695,35.78828914,0,206.4718132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.40918162,0,0,0,0,0,445.622539
basil0622_02.D,2snc86t1,swt nufar,flower,0.4122,90.66306474,141.632099,370.413423,1835.253323,16.54858725,8.000734186,3374.188897,3334.582122,0,0,57.90465599,0,0,382.8441414,0,19148.2653,326.2677084,548.6767225,0,0,140.8090865,9035.493898,0,0,8.765078422,131.3987266,0,0,178.2437145,338.9895551,41.56250679,207.1489539,61.06749288,103.2773712,22.32746213,67.53231854,4.280879149,5219.661206,0,0,0,0,0,2237.953399,191.4779403,214.3635832,755.6642422,1849.807222,0,0,209.5809034,948.5275365,217.175986,248.7391513,2623.100856,118.0856528,296.9617824,222.3635205,712.857858,758.3044393,1988.540785,988.9000981,643.7980647,108.835854,114.6673585,74.19452297,17.85842763,0,15.24572706,3.782254207,25.86371709,3.782254207,0,146.0997371,9.584699434,1171.6876,0,3.167887977,0.454756412,13.69465651,13.70393096,0.41426988,2.465546941,3.560462302,0
basil0622_19.D,19snc25t1,swt nufar,flower,0.2492,281.3649829,119.1016623,327.3880226,2122.836528,0,0,3800.175117,3072.954429,0,0,72.49537591,0,0,345.2427178,0,45720.43551,0,0,25.44892574,0,152.0654699,25627.29803,0,0,0,226.0364356,0,0,0,385.0141791,37.47463492,360.0359755,0,90.30995838,30.93004639,99.33451621,2.252514551,8143.748371,0,0,0,0,0,3644.827941,235.0329977,0,1423.999098,2633.741434,465.5996162,0,0,1409.498739,303.6908927,162.0698526,2177.117441,61.56994517,171.0586495,120.6789067,452.3226336,748.2260304,1628.772137,1245.942175,510.7385454,88.93309767,90.26257082,63.31851312,0,0,29.48528253,0,44.42059141,0,0,190.6586133,0,1215.702049,0,63.52851954,0,33.13946063,18.35173142,0,6.087243788,6.012363744,9.85932614
basil0622_29.D,29snc115t1,swt nufar,flower,0.405,254.4278164,30.91387286,95.65805702,733.0618348,12.09592078,0,1142.346887,1219.022696,0,0,23.60897071,0,0,223.553512,0,19690.70395,0,353.8861582,22.87728316,34.0081201,87.55493109,8068.202884,0,0,6.607204781,93.91064816,0,0,124.9607879,170.6834547,15.86680422,184.8834695,13.47458488,51.46340015,15.21396362,50.96947869,0,3910.789456,0,0,0,0,0,2388.122062,116.4243464,0,944.4401693,1304.187424,273.7972818,3336.954218,0,733.2536851,343.9188638,0,1175.864029,55.64502893,0,137.3832267,351.8445076,292.2219338,1301.055684,1554.603035,263.7904923,25.66963318,82.20202664,50.74973722,0,0,33.43232441,6.182012514,0,6.182012514,0,297.4308505,12.92160965,2185.148888,0,65.54529551,0,25.41262326,9.8699762,0,6.29273244,5.982326578,0
